H_A,Minutes,PointsPerMinute,ProjTotal,AvgPointsPerMinute,BackToBack,ThreeOfFour,Back2BackTravel,DvP Pos,Last5DvP,Last5DvPRank
0,33.93333333,0.839882122,109.25,0.883330218,0,0,0,SF,0.769792608,12
0,31.01666667,1.10424503,117.5,0.728473936,0,0,0,PF,1.042311537,23
0,29.51666667,0.762281197,106,0.919067955,0,0,0,PF,0.890449489,11
0,21.85,0.583524027,113.75,0.686157462,0,0,0,SF,0.853239843,22
0,15.83333333,0.473684211,109.25,0.794226996,0,0,0,PG,0.957407147,14
0,29.38333333,0.561542825,103.75,0.885689393,0,0,0,SG,0.890258177,19
0,26.81666667,1.165320075,113.75,0.964942896,0,0,0,PF,1.157494148,30
0,17.9,1.089385475,102,0.819585103,0,0,0,PG,0.734502844,3
0,26.01666667,0.941704036,117.5,0.707454013,0,0,0,SF,0.966863066,27
0,36.08333333,0.422632794,108,0.715950143,0,0,0,SG,0.70520513,8
0,34.03333333,1.24877571,109.75,1.026381617,0,0,0,C,1.046160448,12
0,13.78333333,0.761789601,109.75,0.839830287,0,0,0,C,1.046160448,12
0,35.51666667,1.027686532,102,0.810029292,0,0,0,PG,0.864985506,9
0,18.26666667,0.547445255,102,0.619203284,0,0,0,SG,0.680168705,5
0,40.95,0.769230769,102.25,0.958049954,0,0,0,SG,0.790820091,12
0,39.65,0.901639344,102.25,1.24711655,0,0,0,PG,0.730174104,2
0,30.98333333,1.000537924,102,1.14883807,0,0,0,C,0.91940679,3
0,32.96666667,1.107178969,105.5,1.106735851,0,0,0,PG,0.940838401,15
0,40.1,0.978802993,109.5,0.859091611,0,0,0,SG,0.860415268,20
0,30.81666667,0.340724716,109.5,0.922101868,0,0,0,PG,1.040062515,21
0,21.61666667,0.404780262,109.75,0.832295927,0,0,0,SF,0.607653874,3
0,27.86666667,0.91507177,109.75,0.849486209,0,0,0,SF,0.607653874,3
0,25.86666667,1.072809278,105.5,1.023829712,0,0,0,C,1.267873789,27
0,23.41666667,0.202846975,109.5,0.682808717,0,0,0,PF,1.141894562,27
0,31.66666667,1.476315789,102.25,1.203301513,0,0,0,C,1.183178698,21
0,22.35,1.465324385,109.5,0.977824404,0,0,0,PF,1.141894562,27
0,31.81666667,0.722891566,105.5,0.979946537,0,0,0,SF,0.820088064,16
0,32.5,1.446153846,109.75,1.235988506,0,0,0,PG,0.999198284,17
0,36.93333333,0.934115523,102,1.102524338,0,0,0,SG,0.680168705,5
0,18.46666667,0.649819495,105.5,0.675188926,0,0,0,PF,0.870872169,8
0,20.53333333,0.961850649,102,1.137083831,0,0,0,C,0.91940679,3
0,15.91666667,1.193717277,109.5,1.390130989,0,0,0,C,1.140446456,17
0,22.6,0.486725664,102.25,0.884720795,0,0,0,PF,0.734707473,2
0,15.71666667,0.461293743,102.25,0.60179971,0,0,0,SF,0.852136243,18
0,28.06666667,0.7304038,105.5,0.880857016,0,0,0,SF,0.820088064,16
0,32.68333333,0.65017848,102,0.707088944,0,0,0,SF,0.709839098,4
0,36.5,1.267123288,109.5,1.067854229,0,0,0,PF,0.864699864,9
0,31.81666667,0.612886328,106.5,0.622447667,0,0,0,SG,0.636479478,2
0,18.15,0.977961433,104,0.901366966,0,0,0,C,1.054154757,14
0,19.83333333,1.134453782,94.75,0.714851417,0,0,0,SG,0.666965679,4
0,32.75,0.549618321,101.25,1.059211982,0,1,0,SG,0.788368393,13
0,16.26666667,1.06045082,112,0.851786222,0,0,0,SF,0.966385447,28
0,29.3,0.614334471,106.5,0.886929138,0,0,0,SF,0.726837993,7
0,17.68333333,1.074458058,109.5,0.833276275,0,0,0,PG,0.926425037,9
0,33.71666667,1.327236777,112,1.121489077,0,0,0,SG,0.95352623,21
0,25.58333333,0.664495114,97,0.870217166,1,1,1,SF,0.785653118,11
0,33.7,1.298219585,101,0.944105724,1,1,1,PF,1.019169788,19
0,22.6,0.32079646,94.75,0.645313112,0,0,0,SF,0.533321727,2
0,29.6,0.903716216,104,0.814897559,0,0,0,SG,0.854767018,16
0,36.7,1.457765668,101,1.01375292,1,0,1,SG,0.976351303,25
0,29.38333333,1.140102099,109.5,1.042814752,0,0,0,PG,0.926425037,9
0,33.13333333,1.01861167,109.5,0.884737095,0,0,0,SG,0.797783926,13
0,27.61666667,0.615570308,104,0.992119548,0,1,0,PG,0.877526167,6
0,20,0.4875,94.75,0.901872456,0,0,0,PF,0.734316989,2
0,39.26666667,0.821307301,101,0.852897136,1,0,1,SF,0.957973775,25
0,21.7,0.944700461,101,0.78622016,1,1,1,PF,1.019169788,19
0,21.1,1.172985782,112,1.224951714,0,0,0,C,1.222837438,23
0,38.95,0.699614891,109.5,0.802095565,0,0,0,SG,0.797783926,13
0,34.58333333,1.026506024,104,0.796114079,0,1,0,SF,0.917235016,26
0,36.38333333,0.755840586,97,0.760937691,1,0,1,SG,0.765709415,8
0,31.9,0.79153605,104,0.818921134,0,0,0,SF,0.917235016,26
0,27.55,0.943738657,97,1.083875198,1,0,1,PG,1.220934973,30
0,35.11666667,0.904129093,112,1.148907199,0,0,0,PG,1.073106885,24
0,27.83333333,0.817365269,97,0.97744393,1,0,1,PF,1.087417291,28
0,34.23333333,1.3218111,94.75,1.143966652,0,0,0,C,0.985573816,8
0,31.58333333,1.2823219,101.25,0.90692244,0,0,0,C,1.042131173,11
0,27.61666667,1.493663247,101.25,0.881664739,0,0,0,PF,0.980409368,15
0,25.75,0.689320388,109.5,1.266705763,0,0,0,C,1.043896133,13
0,19.78333333,0.467565291,112,0.589872476,0,0,0,SF,0.966385447,28
0,32.68333333,1.170321265,101.25,0.967870754,0,0,0,SF,1.152608184,30
0,42.08333333,1.473267327,106.5,1.071056102,0,0,0,SF,0.726837993,7
0,24.76666667,0.676312248,101,1.004142124,1,0,1,PG,0.849463644,7
0,29.28333333,0.964712578,97,0.823901169,1,0,1,C,0.937424901,5
0,36.86666667,1.335895118,106.5,1.582325183,0,0,0,PG,0.863851423,7
0,25.45,1.15913556,112,0.919067955,0,0,0,PF,0.992317351,21
0,32.23333333,1.178903826,106.5,0.954300138,0,0,0,C,1.236935426,24
0,23.65,1.046511628,101.25,0.831009481,0,0,0,PG,1.004624615,18
0,28.65,0.497382199,94.75,1.18328131,0,0,0,SG,0.666965679,4
0,32.21666667,1.264873254,114.25,1.026381617,0,0,0,C,1.155262348,21
0,25.25,0.782178218,110.75,0.789598071,0,0,0,SF,0.792580802,14
0,17.7,0.663841808,114.25,0.839830287,0,0,0,C,1.155262348,21
0,39.18333333,0.727350064,108.5,1.252422728,0,0,0,SF,1.103272995,30
0,34.25,0.773722628,108.75,0.958049954,0,0,0,SG,1.029202817,27
0,40.1,1.265586035,108.75,1.24711655,0,0,0,PG,0.998767292,14
0,30.78333333,0.885219274,108.5,0.984487141,0,1,0,SF,1.103272995,30
0,30.58333333,0.931880109,110.75,0.926655971,0,0,0,SF,0.792580802,14
0,23.75,1.021052632,106.5,0.99620759,0,0,0,PG,0.938143404,12
0,24.83333333,1.097315436,106.5,0.988364423,0,0,0,PF,0.858702608,6
0,32.6,0.935582822,106.25,1.087950761,0,0,0,PG,1.056242826,22
0,34.18333333,0.936128718,112.5,0.859091611,0,0,0,SG,0.853094608,17
0,33.95,1.921944035,106.25,1.418413561,0,0,0,PG,1.056242826,22
0,29.33333333,0.801136364,106.5,0.921053493,0,0,0,SF,0.771122868,13
0,35.6,0.926966292,108.5,0.871757866,0,0,0,SG,0.883628453,20
0,33.76666667,0.984698914,108.25,0.597024926,0,0,0,SG,0.735238711,7
0,22.1,0.339366516,108.25,0.684518877,0,0,0,SF,0.658964142,3
0,33.18333333,1.341034656,112.5,0.922101868,0,0,0,PG,0.911388757,12
0,32.3,0.835913313,114.25,0.832295927,0,0,0,SF,0.818049278,20
0,26.5,1.264150943,114.25,0.849486209,0,0,0,SF,0.818049278,20
0,31.81666667,1.194342588,108.5,1.506562778,0,0,0,C,1.112665632,11
0,28.86666667,0.831408776,106.25,0.889598059,0,0,0,C,0.921647698,4
0,13.68333333,0.109622412,108.25,0.659223119,0,0,0,PG,0.746384029,3
0,23.48333333,0.628105039,112.5,0.682808717,0,0,0,PF,1.031783487,21
0,24.16666667,0.579310345,108.75,1.203301513,0,0,0,C,1.08193037,16
0,26.8,1.016791045,112.5,0.977824404,0,0,0,PF,1.031783487,21
0,30.06666667,1.305432373,108.25,1.259846241,0,0,0,PF,1.066894081,26
0,34.41666667,0.886198547,106.25,0.987693797,0,0,0,SG,0.683053653,4
0,31.03333333,0.96670247,114.25,1.235988506,0,0,0,PG,1.280571683,29
0,39.15,1.417624521,108.25,1.536531793,0,0,0,SF,0.658964142,3
0,30.85,0.907617504,112.5,1.000477441,0,0,0,C,1.249774107,25
0,23.03333333,0.607814761,106.5,0.72991226,0,0,0,PF,0.858702608,6
0,13.36666667,1.327930175,108.75,0.884720795,0,0,0,PF,1.139315863,29
0,25.16666667,0.834437086,108.75,0.60179971,0,0,0,SF,0.951666829,27
0,38.5,1.285714286,108.5,0.883330218,0,0,0,SF,1.103272995,30
0,30.05,1.397670549,110.75,1.006070345,0,0,0,PG,1.090590982,26
0,31.11666667,0.337439743,106.25,0.489025669,0,0,0,SG,0.683053653,4
0,15.73333333,0.143008475,110.75,0.883756876,0,0,0,PF,1.076896165,27
0,23.68333333,0.686136524,110.75,0.881930823,0,0,0,C,1.459602927,30
0,23.85,0.838574423,106.5,0.715950143,0,0,0,SG,1.077784428,29
0,34.41666667,0.450363196,103.75,0.622447667,0,0,0,SG,0.808173802,15
0,38.13333333,0.491695804,113.25,0.810683452,0,0,0,SF,0.873359307,21
0,19.93333333,0.677257525,105.75,0.901366966,0,0,0,C,1.09805137,15
0,37.06666667,1.03192446,105.5,0.920780547,1,0,1,SF,0.834919616,18
0,19.98333333,1.113427857,105.5,1.035401983,1,0,1,C,1.221323915,23
0,30.91666667,0.679245283,103.75,0.886929138,0,0,0,SF,0.634709168,3
0,35.65,0.904628331,105,0.719274998,0,0,0,SG,0.787673949,12
0,21.93333333,0.148176292,105,0.680690144,0,0,0,SG,0.787673949,12
0,24.2,0.320247934,105.75,0.814897559,0,0,0,SG,0.801408576,14
0,30.7,1.400651466,105,1.243727174,0,0,0,C,1.103773569,16
0,25.48333333,1.206671027,105.75,0.992119548,0,0,0,PG,0.785065168,4
0,27.68333333,0.848886213,105,0.810751576,0,0,0,PG,1.443906402,30
0,35.28333333,0.864430798,113.25,0.948733281,0,0,0,PG,0.899890323,11
0,39.5,1.35443038,113.25,1.105368336,0,0,0,SG,1.065122778,29
0,31.48333333,0.579671784,105.75,0.796114079,0,0,0,SF,0.81307187,18
0,21.38333333,0.80670304,105.75,0.818921134,0,0,0,SF,0.81307187,18
0,37.46666667,0.920818505,113.25,1.283933765,0,0,0,C,1.272894907,28
0,34.93333333,0.751431298,105.5,0.821952489,1,0,1,SG,0.871483553,19
0,29.96666667,1.06785317,105.5,1.062929571,1,0,1,PF,0.946302751,14
0,22.03333333,0.465204236,105.5,1.013410646,1,0,1,PG,0.766268222,4
0,27.58333333,0.951661631,105,1.07948799,0,0,0,SF,1.013368263,30
0,33.25,0.706766917,103.75,1.071056102,0,0,0,SF,0.634709168,3
0,38.51666667,1.389009087,103.75,1.582325183,0,0,0,PG,1.021288013,17
0,33.3,1.246246246,103.75,0.954300138,0,0,0,C,0.979148104,8
0,39.65,0.876418663,113.25,0.76706797,0,0,0,PF,0.842441069,7
0,34.66666667,1.290865385,103.5,1.026381617,0,0,0,C,1.259075964,26
0,15.15,1.320132013,103.5,0.839830287,0,0,0,C,1.259075964,26
0,18.11666667,0.593376265,98.75,0.714851417,0,0,0,SG,0.666902705,5
0,36.21666667,1.40819144,118.75,1.252422728,0,0,0,SF,0.877634713,23
0,29.25,0.957264957,111.25,0.736057941,0,0,0,SF,0.73979161,8
0,34.28333333,0.860476422,102.25,0.775030619,1,0,1,SG,0.954235195,22
0,32,0.8359375,109.75,0.628876292,0,0,0,PF,0.666378345,2
0,33.38333333,0.861208188,118.75,0.984487141,0,0,0,SF,0.877634713,23
0,25.76666667,1.610608021,111.25,0.924089311,0,0,0,PG,1.074089339,25
0,31.95,1.838810642,109.75,1.538590475,0,0,0,PF,0.666378345,2
0,30.46666667,1.02571116,111.5,1.106735851,0,0,0,PG,1.09797326,28
0,30.9,0.978964401,105.5,0.99620759,0,0,0,PG,1.182870339,29
0,30.11666667,0.456557831,101,0.870217166,0,0,0,SF,0.969362566,28
0,24.73333333,0.950134771,100.25,0.944105724,0,0,0,PF,0.968703471,19
0,27.68333333,0.505719446,98.75,0.645313112,0,1,0,SF,0.614267487,1
0,20.8,0.961538462,105.5,0.988364423,0,0,0,PF,0.908753436,15
0,25.9,1.071428571,100.25,1.01375292,0,0,0,SG,0.723337459,6
0,29.1,0.833333333,113,1.250448133,0,0,0,C,1.174623777,24
0,20.48333333,0.756712775,111.5,0.895111985,0,0,0,PF,0.867902103,10
0,37.83333333,1.044052863,109.75,0.691762562,0,1,0,SG,0.720750805,6
0,36.28333333,1.116214975,105.5,0.921053493,0,0,0,SF,0.796099863,13
0,33.46666667,0.903884462,118.75,0.871757866,0,0,0,SG,1.061167171,29
0,36.81666667,0.808057945,98.75,0.901872456,0,0,0,PF,0.831761732,11
0,22.96666667,0.838171263,103.5,0.832295927,0,0,0,SF,0.755739298,7
0,32.6,0.797546012,103.5,0.849486209,0,0,0,SF,0.755739298,7
0,22.9,0.807860262,100.25,0.852897136,0,0,0,SF,0.788348035,11
0,34.03333333,1.454456415,118.75,1.506562778,0,0,0,C,1.063349783,14
0,38.01666667,1.315212626,109.75,1.031801487,0,0,0,PG,0.936459334,13
0,30.65,1.027732463,101,0.760937691,0,0,0,SG,0.955955479,23
0,34.23333333,1.475170399,113,1.103447625,0,0,0,PG,1.275882036,30
0,25.5,0.833333333,111.5,0.979946537,0,0,0,SF,0.780203997,10
0,30.75,1.024390244,101,1.083875198,0,0,0,PG,0.873903009,10
0,33.71666667,1.24567474,103.5,1.235988506,0,0,0,PG,0.789977424,6
0,35.1,1.068376068,102.25,1.204962646,0,0,0,PF,0.792633288,4
0,31.91666667,0.90078329,101,0.97744393,0,0,0,PF,0.933277505,18
0,34.96666667,1.108198284,98.75,1.143966652,0,0,0,C,1.177969138,25
0,24.43333333,0.706002729,113,0.762192758,0,0,0,PF,0.997963989,22
0,19.1,0.615183246,105.5,0.72991226,0,0,0,PF,0.908753436,15
0,25.95,1.021194605,113,0.714232059,0,0,0,SF,1.018869053,28
0,21.7,0.541474654,111.5,0.72019588,0,0,0,C,0.973655787,7
0,25.48333333,0.873119686,111.25,0.986882615,0,0,0,C,1.04336753,12
0,37.18333333,0.974899148,113,0.912117235,0,0,0,SF,1.018869053,28
0,28.88333333,1.332948644,102.25,1.166706291,1,0,1,C,1.188611054,22
0,27.78333333,1.394721056,109.75,1.041841267,0,1,0,PG,0.936459334,13
0,23.81666667,0.787263821,100.25,1.004142124,0,0,0,PG,0.791913429,6
0,33.81666667,0.842779694,118.75,0.883330218,0,0,0,SF,0.877634713,23
0,25.51666667,1.067929458,101,0.823901169,0,0,0,C,0.960527128,4
0,31.68333333,1.15202525,102.25,1.033486634,0,0,0,SF,1.084791001,30
0,21.15,1.229314421,100.25,1.092217576,0,0,0,C,1.372443502,29
0,27.86666667,0.681818182,111.5,0.880857016,0,0,0,SF,0.780203997,10
0,26.68333333,1.236727046,111.25,0.828420002,0,0,0,PF,0.874501307,11
0,19.6,0.790816327,102.25,0.819585103,0,0,0,PG,1.094032198,27
0,33.21666667,1.3020572,98.75,1.18328131,0,0,0,SG,0.666902705,5
0,29.51666667,1.143421796,111.25,1.231554144,0,0,0,SG,0.787011568,11
0,33.4,0.681137725,105.5,0.715950143,0,0,0,SG,0.794472244,12
0,35.78333333,0.75454122,104,0.827877704,0,0,0,PF,1.096616357,26
0,33.95,0.559646539,103.25,0.622447667,0,0,0,SG,0.764004807,10
0,18.35,1.049046322,119,0.851786222,0,0,0,SF,0.780515884,11
0,36.76666667,0.761559383,104,0.958049954,0,0,0,SG,0.862365813,19
0,34.85,0.903873745,103.25,0.886929138,0,0,0,SF,0.804204677,17
0,42.86666667,1.236391913,104,1.24711655,0,0,0,PG,0.760165863,3
0,34.28333333,1.363636364,119,1.121489077,0,0,0,SG,0.929125718,22
0,18.48333333,0.91974752,119,1.224951714,0,0,0,C,1.087845581,20
0,28.58333333,1.198250729,104,1.203301513,0,0,0,C,1.392520996,30
0,35.15,1.379800853,119,1.148907199,0,0,0,PG,1.306491004,29
0,24.36666667,0.882352941,119,0.589872476,0,0,0,SF,0.780515884,11
0,39.8,0.709798995,103.25,1.071056102,0,0,0,SF,0.804204677,17
0,38.25,2.019607843,103.25,1.582325183,0,0,0,PG,0.993980245,17
0,32.98333333,1.121778676,119,0.919067955,0,0,0,PF,0.976453537,22
0,32.91666667,1.025316456,103.25,0.954300138,0,0,0,C,1.037559602,12
0,45.16666667,1.068265683,110.5,1.067854229,0,0,0,PF,1.132985251,29
0,32.65,1.546707504,104.75,1.026381617,0,0,0,C,1.070058546,15
0,37,0.959459459,102.75,0.810029292,0,0,0,PG,1.014641645,18
0,37.83333333,0.713656388,108.5,0.736057941,0,0,0,SF,0.681080659,4
0,37.56666667,0.885093168,99,0.719274998,0,0,0,SG,0.84607399,16
0,21.78333333,0.58530987,110.5,0.833276275,0,0,0,PG,0.988454089,18
0,25.96666667,0.519897304,102.75,0.833436825,0,0,0,SF,0.718264982,6
0,29.96666667,0.992769744,102.25,0.775030619,0,0,0,SG,0.679605974,4
0,28.71666667,0.696459663,113.75,0.628876292,0,0,0,PF,0.780371105,6
0,20.7,0.905797101,108.5,0.924089311,0,0,0,PG,0.728044768,4
0,34.31666667,1.376881982,102.75,1.14883807,0,0,0,C,1.196486482,27
0,39.56666667,2.047177759,113.75,1.538590475,0,0,0,PF,0.780371105,6
0,29.56666667,0.904735062,106,1.250448133,0,0,0,C,1.15056237,25
0,39.8,0.634422111,110.5,1.042814752,0,1,0,PG,0.988454089,18
0,27.6,1.086956522,99,1.243727174,0,1,0,C,0.915887893,3
0,31.4,1.170382166,103.75,1.087950761,0,0,0,PG,1.004037527,20
0,38.61666667,0.589123867,113.75,0.691762562,0,0,0,SG,0.718698099,7
0,40.8,0.919117647,110.5,0.884737095,0,0,0,SG,0.702701315,6
0,37.73333333,1.298586572,103.75,1.418413561,0,0,0,PG,1.004037527,20
0,33.6,0.558035714,111,0.597024926,0,0,0,SG,0.764815264,10
0,23.86666667,0.335195531,111,0.684518877,0,0,0,SF,0.734220726,12
0,27.1,1.217712177,99,0.810751576,0,0,0,PG,0.862991911,9
0,32.8,1.036585366,104.75,0.849486209,0,0,0,SF,0.733798093,12
0,24.16666667,0.868965517,103.75,0.889598059,0,0,0,C,1.19771573,26
0,40.85,0.660954712,110.5,0.802095565,0,0,0,SG,0.702701315,6
0,15.23333333,0.2297593,111,0.659223119,0,0,0,PG,1.065474785,25
0,35.05,1.148359486,113.75,1.031801487,0,0,0,PG,0.997076302,19
0,36.86666667,1.193490054,106,1.103447625,0,0,0,PG,1.058895828,21
0,29.88333333,1.296709426,111,1.259846241,0,0,0,PF,1.031649776,23
0,36.63333333,1.003184713,103.75,0.987693797,0,0,0,SG,1.008709519,26
0,34.1,0.843108504,99,1.208124987,0,0,0,PF,0.941039959,19
0,32.08333333,1.106493506,104.75,1.235988506,0,0,0,PG,0.923703798,11
0,32.63333333,0.750766088,102.25,1.204962646,0,0,0,PF,0.759643085,4
0,31.88333333,0.439100889,99,0.497119816,0,1,0,SF,0.676496678,3
0,41.06666667,1.698457792,111,1.536531793,0,0,0,SF,0.734220726,12
0,33.76666667,0.214708786,104.75,0.827790287,0,0,0,PG,0.923703798,11
0,29.11666667,0.489410418,106,0.762192758,0,0,0,PF,0.688745052,4
0,25.2,0.466269841,106,0.714232059,0,0,0,SF,0.844161401,18
0,31.86666667,1.106171548,108.5,0.986882615,0,0,0,C,1.16161876,20
0,35.58333333,0.850117096,106,0.912117235,0,0,0,SF,0.844161401,18
0,39.66666667,1.550420168,110.5,1.266705763,0,0,0,C,1.308372029,29
0,20.21666667,1.199505359,102.25,1.166706291,0,0,0,C,1.176681502,25
0,25.98333333,1.09685696,113.75,1.041841267,0,0,0,PG,0.997076302,19
0,32.93333333,1.07034413,102.25,1.033486634,0,0,0,SF,0.764867341,15
0,37.91666667,0.758241758,108.5,0.828420002,0,0,0,PF,0.761073531,2
0,19.85,1.44836272,102.25,0.819585103,0,0,0,PG,0.891930554,11
0,20.28333333,0.246507806,103.75,0.489025669,0,0,0,SG,1.008709519,26
0,38.76666667,1.173688736,108.5,1.231554144,0,0,0,SG,0.97069346,25
0,31.71666667,0.685759327,102.75,0.707088944,0,0,0,SF,0.718264982,6
0,31.95,0.751173709,104.25,0.789598071,0,0,0,SF,0.836141318,23
0,42.58333333,1.297455969,115,1.252422728,0,0,0,SF,0.821046777,21
0,31.91666667,0.681462141,104.25,0.926655971,0,0,0,SF,0.836141318,23
0,27.58333333,0.679758308,102.5,0.944105724,0,1,0,PF,0.946883651,17
0,35.35,1.103253182,102.5,1.01375292,0,0,0,SG,0.944398468,20
0,27.3,1.1996337,103.5,1.156655631,0,0,0,C,1.228781454,28
0,33.06666667,0.589717742,115,0.871757866,0,0,0,SG,0.876910411,20
0,29.95,0.61769616,115,0.594733902,0,0,0,PG,1.054893486,23
0,32.81666667,0.792280345,102.5,0.852897136,0,0,0,SF,0.910247606,25
0,36.35,1.698762036,115,1.506562778,0,0,0,C,1.256788882,28
0,23.8,0.766806723,103.5,0.923060976,0,1,0,SF,0.843772861,21
0,23.85,0.880503145,103.5,0.90904042,0,0,0,PF,1.150891154,29
0,30.25,0.545454545,102.5,1.004142124,0,1,0,PG,0.712248326,2
0,36.3,1.08815427,115,0.883330218,0,0,0,SF,0.821046777,21
0,34.71666667,0.878540566,104.25,1.029443515,0,0,0,SF,0.836141318,23
0,27.68333333,0.803732691,102.5,1.092217576,0,1,0,C,1.158709341,18
0,19.23333333,1.065857886,104.25,1.006070345,0,0,0,PG,0.970437563,16
0,17.9,0.335195531,115,0.794226996,0,0,0,PG,1.054893486,23
0,43.8,0.787671233,103.5,0.934946697,0,0,0,SF,0.843772861,21
0,34.03333333,0.749265426,103.5,0.76925948,0,0,0,PG,0.781492547,2
0,20.35,1.105651106,104.25,0.881930823,0,0,0,C,1.014441463,9
0,28.55,0.726795096,109.75,1.067854229,0,0,0,PF,0.740623823,4
0,34.05,1.10866373,103.25,1.365675312,0,0,0,C,1.177671434,30
0,29.26666667,0.802961276,98.5,0.810631774,0,0,0,SG,0.737471185,7
0,30.58333333,0.899182561,108.75,1.475438382,0,0,0,PF,1.118171377,27
0,26.13333333,0.49744898,109.75,0.489602928,0,0,0,SG,0.747214789,7
0,31.46666667,1.001059322,103.25,0.730575552,0,0,0,SG,0.760371391,7
0,35.48333333,0.408642555,109.25,0.736057941,0,0,0,SF,1.043388466,28
0,18.75,0.586666667,99.75,0.775030619,0,0,0,SG,0.908058339,18
0,21.5,0.802325581,109.25,0.924089311,0,0,0,PG,0.88710925,8
0,41.11666667,1.538305634,108.75,1.538590475,0,0,0,PF,1.118171377,27
0,17.2,0.11627907,98.5,0.645313112,0,0,0,SF,0.470919519,1
0,43.38333333,1.555897042,105.75,1.250448133,0,0,0,C,1.16051789,24
0,31.01666667,0.725416443,109.75,1.042814752,0,0,0,PG,1.064768267,22
0,35.15,1.280227596,104.25,1.087950761,0,0,0,PG,0.823210307,4
0,39.93333333,0.550918197,108.75,0.691762562,0,0,0,SG,0.901973448,18
0,43.08333333,1.224371373,104.25,1.418413561,0,0,0,PG,0.823210307,4
0,27.83333333,0.853293413,108.75,0.654737018,0,0,0,SG,0.901973448,18
0,32.4,0.486111111,98.5,0.901872456,0,0,0,PF,0.800345505,5
0,21.35,0.831381733,104.25,0.889598059,0,0,0,C,1.110771662,21
0,33.66666667,0.787128713,109.75,0.802095565,0,0,0,SG,0.747214789,7
0,37.75,0.748344371,108.75,1.031801487,0,0,0,PG,0.917721919,9
0,42.28333333,0.750886874,105.75,1.103447625,0,0,0,PG,0.670995788,1
0,38.03333333,1.01884312,104.25,0.987693797,0,0,0,SG,0.731947262,5
0,34.55,1.215629522,99.75,1.204962646,0,0,0,PF,0.944160067,17
0,35.55,0.949367089,98.5,1.143966652,0,0,0,C,1.161572164,19
0,39.71666667,0.874947545,105.75,0.762192758,0,0,0,PF,0.81596293,9
0,32.78333333,0.846466701,105.75,0.714232059,0,0,0,SF,0.797436342,17
0,31.98333333,1.086503387,109.25,0.986882615,0,0,0,C,0.899938509,4
0,42.28333333,0.82774931,105.75,0.912117235,0,0,0,SF,0.797436342,17
0,32.26666667,1.712293388,109.75,1.266705763,0,0,0,C,1.08949673,19
0,25.08333333,1.245847176,99.75,1.166706291,0,0,0,C,0.839018899,4
0,26.95,0.825602968,103.25,1.000845959,0,0,0,PG,1.140943139,21
0,29.3,0.955631399,99.75,1.033486634,0,0,0,SF,0.643250966,2
0,23.1,0.757575758,103.25,0.686157462,0,0,0,SF,0.866100246,16
0,38.63333333,0.867126833,109.25,0.828420002,0,0,0,PF,0.92600889,17
0,32.1,0.724299065,103.25,0.964942896,0,0,0,PF,0.881596308,14
0,19.4,1.25,99.75,0.819585103,0,0,0,PG,0.88033618,11
0,27.4,1.432481752,98.5,1.18328131,0,0,0,SG,0.737471185,7
0,36.25,1.489655172,109.25,1.231554144,0,0,0,SG,0.915973517,20
0,31.91666667,0.90078329,104.75,0.827877704,0,0,0,PF,0.919587606,16
0,32.01666667,0.570015617,105,0.789598071,0,0,0,SF,0.6592174,4
0,25.6,0.673828125,96,0.810631774,1,0,0,SG,0.905230281,19
0,35.98333333,0.819823993,102,0.810029292,0,0,0,PG,0.778143455,3
0,38.66666667,0.956896552,104.75,0.958049954,0,0,0,SG,0.889362974,21
0,37.9,1.398416887,104.75,1.24711655,0,0,0,PG,0.812023964,5
0,36.03333333,0.936632747,102,0.833436825,0,0,0,SF,0.807858755,13
0,33.78333333,0.99901332,102,1.14883807,0,0,0,C,1.140154715,23
0,25.48333333,0.519947678,105,0.926655971,0,0,0,SF,0.6592174,4
0,35.41666667,0.988235294,106.5,1.106735851,0,0,0,PG,1.110768035,22
0,18.5,0.581081081,98.25,0.870217166,1,0,1,SF,0.629854123,2
0,37.61666667,0.624723084,96,0.645313112,1,0,0,SF,0.825273144,19
0,31.98333333,1.219385096,107.25,1.250448133,1,0,0,C,1.311655066,30
0,35.31666667,0.920245399,98,1.087950761,1,1,0,PG,1.270864139,26
0,27.91666667,1.370149254,106.5,0.895111985,0,0,0,PF,1.075341266,23
0,27.45,0.491803279,104.75,0.65741785,0,0,0,SG,0.889362974,21
0,23.08333333,0.444043321,98,0.670437997,1,0,0,SG,0.886544841,16
0,39.41666667,1.744186047,98,1.418413561,1,0,0,PG,1.270864139,26
0,22.8,0.614035088,112.75,0.597024926,1,0,1,SG,0.758049098,9
0,33.43333333,0.755234297,112.75,0.684518877,1,0,1,SF,1.049832795,29
0,34.25,0.583941606,96,0.901872456,1,1,0,PF,0.804767488,8
0,26.4,1.145833333,98,0.889598059,1,0,0,C,1.033617659,18
0,27.55,0.58076225,112.75,0.659223119,1,0,1,PG,1.04149901,20
0,29.28333333,0.563460444,100.5,0.923060976,0,0,0,SF,0.737476034,6
0,29.31666667,0.520181922,98.25,0.760937691,1,0,1,SG,0.93491932,23
0,28.91666667,1.236311239,107.25,1.103447625,1,0,0,PG,1.02681991,19
0,27.46666667,1.638349515,106.5,0.979946537,0,0,0,SF,0.8749838,18
0,37.91666667,0.903296703,98,0.987693797,1,1,0,SG,0.886544841,16
0,29.71666667,1.472237801,98.25,1.083875198,1,1,1,PG,1.188633013,28
