,Player,Position,Confirmed,Team,Oppt,DvP,Line,PowerPlay,Projection,Salary,Value,Nickname,Total,WinPct,OpptTotal
283,Zach_Bogosian_,D,_,BUF,SJS,16th,3,_,1.5,2500.0,0.6,BUF,2.098,0.2941176470588235,3.402
284,Jake_McCabe_,D,_,BUF,SJS,16th,2,_,1.3,2600.0,0.5,BUF,2.098,0.2941176470588235,3.402
285,C._Mittelstadt_,C,_,BUF,SJS,9th,2,2,1.3,3400.0,0.3823529411764706,BUF,2.098,0.2941176470588235,3.402
286,N._Beaulieu_,D,_,BUF,SJS,16th,3,_,1.1,2600.0,0.4230769230769231,BUF,2.098,0.2941176470588235,3.402
287,Tage_Thompson_,W,_,BUF,SJS,15th,3,2,1.0,2700.0,0.37037037037037035,BUF,2.098,0.2941176470588235,3.402
288,Remi_Elie_,W,_,BUF,SJS,15th,3,_,0.9,2500.0,0.36,BUF,2.098,0.2941176470588235,3.402
289,A._Raanta_,G,STARTING GOALIE,ARI,CHI,7th,1,_,3.7,7100.0,0.5211267605633804,ARI,2.444,0.4,3.056
290,D._Stepan_,C,_,ARI,CHI,28th,1,1,2.6,5300.0,0.4905660377358491,ARI,2.444,0.4,3.056
291,C._Keller_,W,_,ARI,CHI,25th,1,1,2.3,5600.0,0.4107142857142857,ARI,2.444,0.4,3.056
292,R._Panik_,W,_,ARI,CHI,25th,1,1,2.3,4200.0,0.5476190476190476,ARI,2.444,0.4,3.056
293,K._Connauton_,D,_,ARI,CHI,30th,3,_,2.0,3000.0,0.6666666666666666,ARI,2.444,0.4,3.056
294,J._Oesterle_,D,_,ARI,CHI,30th,3,_,1.8,3200.0,0.5625,ARI,2.444,0.4,3.056
295,O._Ekman-Larsson_,D,_,ARI,CHI,30th,1,1,1.8,4500.0,0.4,ARI,2.444,0.4,3.056
296,N._Hjalmarsson_,D,_,ARI,CHI,30th,2,_,1.8,2900.0,0.6206896551724138,ARI,2.444,0.4,3.056
297,C._Fischer_,W,_,ARI,CHI,25th,2,2,1.6,3800.0,0.4210526315789474,ARI,2.444,0.4,3.056
298,D._Strome_,C,_,ARI,CHI,28th,2,1,1.6,3900.0,0.4102564102564103,ARI,2.444,0.4,3.056
299,Nick_Cousins_,W,_,ARI,CHI,25th,3,2,1.6,3500.0,0.4571428571428572,ARI,2.444,0.4,3.056
300,V._Hinostroza_,C,_,ARI,CHI,28th,4,2,1.6,2800.0,0.5714285714285715,ARI,2.444,0.4,3.056
301,M._Grabner_,W,_,ARI,CHI,25th,3,_,1.5,3900.0,0.38461538461538464,ARI,2.444,0.4,3.056
302,Alex_Goligoski_,D,_,ARI,CHI,30th,2,2,1.3,3300.0,0.393939393939394,ARI,2.444,0.4,3.056
303,J._Demers_,D,_,ARI,CHI,30th,1,_,1.3,3000.0,0.43333333333333335,ARI,2.444,0.4,3.056
304,Brad_Richardson_,C,_,ARI,CHI,28th,3,_,1.3,3100.0,0.41935483870967744,ARI,2.444,0.4,3.056
305,L._Crouse_,W,_,ARI,CHI,25th,2,_,1.1,2600.0,0.4230769230769231,ARI,2.444,0.4,3.056
306,B._Perlini_,W,_,ARI,CHI,25th,4,2,1.1,2900.0,0.37931034482758624,ARI,2.444,0.4,3.056
