Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,AvgPointsPerGame,AvgPointsPerGame,AvgPointsPerGame,AvgPointsPerGame,AvgPointsPerGame,AvgPointsPerGame,AvgPointsPerGame,AvgPointsPerGame
G,Roger Sloan (13308306),Roger Sloan,13308306,G,6500,A Military Tribute at The Greenbrier,Golf,35.65068621,Sam Burns(13308273),Jason Dufner(13308245),Viktor Hovland(13308212),Sungjae Im(13308216),Scott Stallings(13308269),Mackenzie Hughes(13308259),49300,358.815
G,Robby Shelton (13308307),Robby Shelton,13308307,G,6400,A Military Tribute at The Greenbrier,Golf,28.44174939,Sam Burns(13308273),Jason Dufner(13308245),Jason Kokrak(13308213),Sungjae Im(13308216),J.B. Holmes(13308233),Mackenzie Hughes(13308259),50000,358.796
G,Joseph Bramlett (13308308),Joseph Bramlett,13308308,G,6400,A Military Tribute at The Greenbrier,Golf,28.44174939,Joaquin Niemann(13308217),Sam Burns(13308273),Branden Grace(13308241),Cameron Tringale(13308252),Viktor Hovland(13308212),Mackenzie Hughes(13308259),49700,358.784
G,Rob Oppenheim (13308309),Rob Oppenheim,13308309,G,6400,A Military Tribute at The Greenbrier,Golf,32.8055061,Bryson DeChambeau(13308211),Sam Burns(13308273),Sungjae Im(13308216),Cameron Tringale(13308252),Andrew Landry(13308248),Mackenzie Hughes(13308259),49700,358.777
G,Ted Potter Jr. (13308310),Ted Potter Jr.,13308310,G,6400,A Military Tribute at The Greenbrier,Golf,33.70475039,Joaquin Niemann(13308217),Sam Burns(13308273),Viktor Hovland(13308212),Cameron Tringale(13308252),Mackenzie Hughes(13308259),Danny Lee(13308236),49900,358.774
G,Maverick McNealy (13308311),Maverick McNealy,13308311,G,6400,A Military Tribute at The Greenbrier,Golf,33.73741948,,,,,,,,
G,Scott Brown (13308312),Scott Brown,13308312,G,6400,A Military Tribute at The Greenbrier,Golf,32.80053342,,,,,,,,
G,Josh Teater (13308313),Josh Teater,13308313,G,6400,A Military Tribute at The Greenbrier,Golf,28.49297459,,,,,,,,
G,Ben Crane (13308314),Ben Crane,13308314,G,6400,A Military Tribute at The Greenbrier,Golf,26.16917359,,,,,,,,
G,Matthew NeSmith (13308315),Matthew NeSmith,13308315,G,6400,A Military Tribute at The Greenbrier,Golf,32.83181332,,,,,,,,
G,Adam Long (13308316),Adam Long,13308316,G,6300,A Military Tribute at The Greenbrier,Golf,36.84478528,,,,,,,,
G,Matt Every (13308317),Matt Every,13308317,G,6300,A Military Tribute at The Greenbrier,Golf,27.21121605,,,,,,,,
G,Sang-Moon Bae (13308318),Sang-Moon Bae,13308318,G,6300,A Military Tribute at The Greenbrier,Golf,27.26829161,,,,,,,,
G,Billy Hurley (13308319),Billy Hurley,13308319,G,6300,A Military Tribute at The Greenbrier,Golf,28.45791505,,,,,,,,
G,Jim Herman (13308320),Jim Herman,13308320,G,6300,A Military Tribute at The Greenbrier,Golf,29.71617515,,,,,,,,
G,Kristoffer Ventura (13308321),Kristoffer Ventura,13308321,G,6300,A Military Tribute at The Greenbrier,Golf,33.70475039,,,,,,,,
G,Michael Gligic (13308322),Michael Gligic,13308322,G,6300,A Military Tribute at The Greenbrier,Golf,27.25477605
G,Morgan Hoffmann (13308323),Morgan Hoffmann,13308323,G,6300,A Military Tribute at The Greenbrier,Golf,23.4252991
G,Jamie Lovemark (13308324),Jamie Lovemark,13308324,G,6300,A Military Tribute at The Greenbrier,Golf,30.50583169
G,Ryan Blaum (13308325),Ryan Blaum,13308325,G,6300,A Military Tribute at The Greenbrier,Golf,29.68462989
G,Jonathan Byrd (13308326),Jonathan Byrd,13308326,G,6300,A Military Tribute at The Greenbrier,Golf,29.73585509
G,Alex Cejka (13308327),Alex Cejka,13308327,G,6200,A Military Tribute at The Greenbrier,Golf,29.73283639
G,John Huh (13308328),John Huh,13308328,G,6200,A Military Tribute at The Greenbrier,Golf,27.24122016
G,Rafael Campos (13308329),Rafael Campos,13308329,G,6200,A Military Tribute at The Greenbrier,Golf,25.16061179
G,Tyler McCumber (13308330),Tyler McCumber,13308330,G,6200,A Military Tribute at The Greenbrier,Golf,30.58722058
G,Vincent Whaley (13308331),Vincent Whaley,13308331,G,6200,A Military Tribute at The Greenbrier,Golf,26.15311755
G,Daniel Summerhays (13308332),Daniel Summerhays,13308332,G,6200,A Military Tribute at The Greenbrier,Golf,25.17666783
G,Patrick Rodgers (13308333),Patrick Rodgers,13308333,G,6200,A Military Tribute at The Greenbrier,Golf,31.19004599
G,Whee Kim (13308334),Whee Kim,13308334,G,6200,A Military Tribute at The Greenbrier,Golf,23.41867132
G,Robert Garrigus (13308335),Robert Garrigus,13308335,G,6200,A Military Tribute at The Greenbrier,Golf,26.176938
G,Nelson Ledesma (13308336),Nelson Ledesma,13308336,G,6200,A Military Tribute at The Greenbrier,Golf,27.25477605
G,Vince Covello (13308337),Vince Covello,13308337,G,6200,A Military Tribute at The Greenbrier,Golf,25.20512155
G,Tim Wilkinson (13308338),Tim Wilkinson,13308338,G,6100,A Military Tribute at The Greenbrier,Golf,28.3749031
G,Ben Taylor (13308339),Ben Taylor,13308339,G,6100,A Military Tribute at The Greenbrier,Golf,27.26829161
G,Arjun Atwal (13308340),Arjun Atwal,13308340,G,6100,A Military Tribute at The Greenbrier,Golf,23.40748694
G,Kyle Westmoreland (13308341),Kyle Westmoreland,13308341,G,6100,A Military Tribute at The Greenbrier,Golf,27.24122016
G,Mark Anderson (13308342),Mark Anderson,13308342,G,6100,A Military Tribute at The Greenbrier,Golf,23.41867132
G,Zack Sucher (13308343),Zack Sucher,13308343,G,6100,A Military Tribute at The Greenbrier,Golf,31.23548572
G,Rod Pampling (13308344),Rod Pampling,13308344,G,6100,A Military Tribute at The Greenbrier,Golf,24.25710247
G,Fredrik Jacobson (13308345),Fredrik Jacobson,13308345,G,6100,A Military Tribute at The Greenbrier,Golf,27.25477605
G,Hayden Springer (13308346),Hayden Springer,13308346,G,6100,A Military Tribute at The Greenbrier,Golf,23.40272527
G,Rhein Gibson (13308347),Rhein Gibson,13308347,G,6100,A Military Tribute at The Greenbrier,Golf,28.42823384
G,George McNeill (13308348),George McNeill,13308348,G,6100,A Military Tribute at The Greenbrier,Golf,25.20512155
G,J.J. Henry (13308349),J.J. Henry,13308349,G,6100,A Military Tribute at The Greenbrier,Golf,25.17666783
G,Martin Trainer (13308350),Martin Trainer,13308350,G,6000,A Military Tribute at The Greenbrier,Golf,23.40748694
G,John Daly (13308351),John Daly,13308351,G,6000,A Military Tribute at The Greenbrier,Golf,23.40272527
G,Stuart Appleby (13308352),Stuart Appleby,13308352,G,6000,A Military Tribute at The Greenbrier,Golf,24.27978629
G,Davey Jude (13308353),Davey Jude,13308353,G,6000,A Military Tribute at The Greenbrier,Golf,23.40272527
G,Sebastian Cappelen (13308354),Sebastian Cappelen,13308354,G,6000,A Military Tribute at The Greenbrier,Golf,23.41277187
G,Brendon De Jonge (13308355),Brendon De Jonge,13308355,G,6000,A Military Tribute at The Greenbrier,Golf,23.40272527
G,Boo Weekley (13308356),Boo Weekley,13308356,G,6000,A Military Tribute at The Greenbrier,Golf,25.19656538
G,Michael Gellerman (13308357),Michael Gellerman,13308357,G,6000,A Military Tribute at The Greenbrier,Golf,23.43279896
G,Michael Kim (13308358),Michael Kim,13308358,G,6000,A Military Tribute at The Greenbrier,Golf,23.4252991
G,Mason Williams (13308359),Mason Williams,13308359,G,6000,A Military Tribute at The Greenbrier,Golf,23.40272527
G,Joe Boros (13308360),Joe Boros,13308360,G,6000,A Military Tribute at The Greenbrier,Golf,23.40272527
G,John Senden (13308361),John Senden,13308361,G,6000,A Military Tribute at The Greenbrier,Golf,26.15311755
G,D.A. Points (13308362),D.A. Points,13308362,G,6000,A Military Tribute at The Greenbrier,Golf,25.19656538
