Away,AwayProjectedTotal,AwayScore,Home,HomeProjectedTotal,HomeScore,OU,Line,Favorite,Date,Season,Winner,LineWinner,OverUnder,WinnerFavorite,LineWinnerFavorite,AwayBack2Back,HomeBack2Back,,,
IND,73.75,75,NEW,83.75,78,157.5,-10,Home,6/10/2018,2018,Home,Away,Under,Favorite,Underdog,,,,,
LV,77.75,66,PHO,89.75,72,167.5,-12,Home,6/10/2018,2018,Home,Away,Under,Favorite,Underdog,,,,,
IND,73.75,75,NEW,83.75,78,157.5,-10,Home,6/10/2018,2018,Home,Away,Under,Favorite,Underdog,,,,,
CHI,76.25,59,LOS,90.25,77,166.5,-14,Home,6/10/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
ATL,79.5,67,SEA,87,64,166.5,-7.5,Home,6/10/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
CHI,76.25,59,LOS,90.25,77,166.5,-14,Home,6/10/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
LV,79,85,IND,82.5,96,161.5,-3.5,Home,6/12/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
CHI,79.25,85,SEA,89.75,96,169,-10.5,Home,6/12/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
LV,79,85,IND,82.5,96,161.5,-3.5,Home,6/12/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
PHO,84,75,DAL,85.5,72,169.5,-1.5,Home,6/12/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
ATL,71.75,64,LOS,79.75,72,151.5,-8,Home,6/12/2018,2018,Home,Push,Under,Favorite,Underdog,,,,,
PHO,84,75,DAL,85.5,72,169.5,-1.5,Home,6/12/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
WAS,82,95,CONN,91,91,173,-9,Home,6/13/2018,2018,Away,Away,Over,Underdog,Underdog,,,,,
LV,76.75,78,NEW,86.75,63,163.5,-10,Home,6/13/2018,2018,Away,Away,Under,Underdog,Underdog,Back,,,,
IND,72.25,67,ATL,80.75,72,153,-8.5,Home,6/14/2018,2018,Home,Away,Under,Favorite,Underdog,,,,,
LOS,81.75,97,WAS,77.75,86,159.5,-4,Away,6/15/2018,2018,Away,Away,Over,Favorite,Favorite,,,,,
CONN,87,92,SEA,88.5,103,175.5,-1.5,Home,6/15/2018,2018,Home,Home,Over,Favorite,Favorite,Front,,,,
LOS,81.75,97,WAS,77.75,86,159.5,-4,Away,6/15/2018,2018,Away,Away,Over,Favorite,Favorite,,,,,
LV,82,67,DAL,89.5,77,171.5,-7.5,Home,6/15/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
ATL,78,64,IND,74,96,152,-4,Away,6/16/2018,2018,Home,Home,Over,Underdog,Underdog,,,,,
CONN,83.5,72,PHO,89,89,172.5,-5.5,Home,6/16/2018,2018,Home,Home,Under,Favorite,Favorite,Back,Front,,,
ATL,78,64,IND,74,96,152,-4,Away,6/16/2018,2018,Home,Home,Over,Underdog,Underdog,,,,,
NEW,73.5,71,MIN,80.5,85,154,-7,Home,6/16/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
LOS,85.75,81,CHI,77.25,72,163,-8.5,Away,6/17/2018,2018,Away,Away,Under,Favorite,Favorite,,,,,
PHO,85,92,LV,78.5,80,163.5,-6.5,Away,6/17/2018,2018,Away,Away,Over,Favorite,Favorite,Back,,,,
CHI,79.75,60,WAS,89.25,88,169,-9.5,Home,6/19/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
DAL,78.5,83,MIN,87,91,165.5,-8.5,Home,6/19/2018,2018,Home,Away,Over,Favorite,Underdog,,,,,
IND,70.5,55,LOS,83,74,153.5,-12.5,Home,6/19/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
ATL,72.25,72,NEW,78.25,79,150.5,-6,Home,6/19/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
LV,78.75,89,SEA,89.25,77,168,-10.5,Home,6/19/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
ATL,72.25,72,NEW,78.25,79,150.5,-6,Home,6/19/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
CONN,85,70,ATL,79,75,164,-6,Away,6/22/2018,2018,Home,Home,Under,Underdog,Underdog,,,,,
WAS,87,93,CHI,81,77,168,-6,Away,6/22/2018,2018,Away,Away,Over,Favorite,Favorite,,,,,
IND,77.5,63,SEA,89,72,166.5,-11.5,Home,6/22/2018,2018,Home,Away,Under,Favorite,Underdog,,,,,
LOS,83.75,72,DAL,79.25,101,163,-4.5,Away,6/22/2018,2018,Home,Home,Over,Underdog,Underdog,,,,,
MIN,79.75,83,PHO,82.25,72,162,-2.5,Home,6/22/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
NEW,80.25,78,LV,79.25,88,159.5,-1,Away,6/22/2018,2018,Home,Home,Over,Underdog,Underdog,,,,,
SEA,84.25,97,DAL,86.75,76,171,-2.5,Home,6/24/2018,2018,Away,Away,Over,Underdog,Underdog,,,,,
NEW,70.5,54,LOS,81,80,151.5,-10.5,Home,6/24/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
PHO,85.75,88,CHI,78.75,97,164.5,-7,Away,6/24/2018,2018,Home,Home,Over,Underdog,Underdog,,,,,
CONN,87,87,IND,78.5,78,165.5,-8.5,Away,6/24/2018,2018,Away,Away,Under,Favorite,Favorite,,,,,
MIN,85,88,LV,78,73,163,-7,Away,6/24/2018,2018,Away,Away,Under,Favorite,Favorite,,,,,
CONN,87,87,IND,78.5,78,165.5,-8.5,Away,6/24/2018,2018,Away,Away,Under,Favorite,Favorite,,,,,
PHO,82,83,NEW,78.5,69,160.5,-3.5,Away,6/26/2018,2018,Away,Away,Under,Favorite,Favorite,,,,,
SEA,78.5,79,MIN,86,91,164.5,-7.5,Home,6/26/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
PHO,82,83,NEW,78.5,69,160.5,-3.5,Away,6/26/2018,2018,Away,Away,Under,Favorite,Favorite,,,,,
CONN,83.75,80,WAS,87.25,92,171,-3.5,Home,6/26/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
DAL,75,83,LOS,83.5,87,158.5,-8.5,Home,6/26/2018,2018,Home,Away,Over,Favorite,Underdog,Front,,,,
CONN,83.75,80,WAS,87.25,92,171,-3.5,Home,6/26/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
ATL,77.5,80,CHI,79.5,93,157,-2,Home,6/27/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
DAL,85,97,LV,83.5,91,168.5,-1.5,Away,6/27/2018,2018,Away,Away,Over,Favorite,Favorite,Back,,,,
ATL,77.5,80,CHI,79.5,93,157,-2,Home,6/27/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
IND,76.75,89,CONN,87.75,101,164.5,-11,Home,6/27/2018,2018,Home,Home,Over,Favorite,Favorite,,Back,,,
NEW,76.25,77,WAS,85.75,80,162,-9.5,Home,6/28/2018,2018,Home,Away,Under,Favorite,Underdog,Front,,,,
LOS,78.5,72,SEA,81.5,81,160,-3,Home,6/28/2018,2018,Home,Home,Under,Favorite,Favorite,Front,,,,
PHO,85,95,IND,77.5,77,162.5,-7.5,Away,6/29/2018,2018,Away,Away,Over,Favorite,Favorite,,,,,
ATL,71.5,74,MIN,83.5,85,155,-12,Home,6/29/2018,2018,Home,Away,Over,Favorite,Underdog,,,,,
PHO,85,95,IND,77.5,77,162.5,-7.5,Away,6/29/2018,2018,Away,Away,Over,Favorite,Favorite,,,,,
CHI,79.25,103,NEW,82.75,99,162,-3.5,Home,6/29/2018,2018,Away,Away,Over,Underdog,Underdog,,Back,,,
LOS,82.75,78,LV,75.75,94,158.5,-7,Away,6/29/2018,2018,Home,Home,Over,Underdog,Underdog,Back,,,,
CHI,79.25,103,NEW,82.75,99,162,-3.5,Home,6/29/2018,2018,Away,Away,Over,Underdog,Underdog,,Back,,,
PHO,81.75,84,WAS,85.25,74,167,-3.5,Home,6/30/2018,2018,Away,Away,Under,Underdog,Underdog,Back,,,,
MIN,86,76,DAL,82.5,72,168.5,-3.5,Away,7/1/2018,2018,Away,Away,Under,Favorite,Favorite,,,,,
LV,73.5,71,LOS,85.5,87,159,-12,Home,7/1/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
CONN,84.75,70,SEA,90.25,84,175,-5.5,Home,7/1/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
ATL,78.75,87,IND,75.75,83,154.5,-3,Away,7/1/2018,2018,Away,Away,Over,Favorite,Favorite,,,,,
SEA,85,77,NEW,80.5,62,165.5,-4.5,Away,7/3/2018,2018,Away,Away,Under,Favorite,Favorite,,,,,
CHI,83.75,85,DAL,90.25,108,174,-6.5,Home,7/3/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
SEA,85,77,NEW,80.5,62,165.5,-4.5,Away,7/3/2018,2018,Away,Away,Under,Favorite,Favorite,,,,,
IND,73,71,MIN,87,59,160,-14,Home,7/3/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
CONN,76.25,73,LOS,85.75,72,162,-9.5,Home,7/3/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
IND,73,71,MIN,87,59,160,-14,Home,7/3/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
NEW,75.75,67,WAS,84.25,86,160,-8.5,Home,7/5/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
IND,78.5,63,DAL,88.5,90,167,-10,Home,7/5/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
CHI,85.5,80,LV,90,84,175.5,-4.5,Home,7/5/2018,2018,Home,Away,Under,Favorite,Underdog,,,,,
LOS,75,72,MIN,78.5,83,153.5,-3.5,Home,7/5/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
CONN,81.75,77,PHO,88.25,84,170,-6.5,Home,7/5/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
LOS,75,72,MIN,78.5,83,153.5,-3.5,Home,7/5/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
SEA,82.75,95,ATL,78.25,86,161,-4.5,Away,7/6/2018,2018,Away,Away,Over,Favorite,Favorite,,,,,
WAS,76.75,83,LOS,83.25,74,160,-6.5,Home,7/7/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
CONN,86.5,90,LV,82,94,168.5,-4.5,Away,7/7/2018,2018,Home,Home,Over,Underdog,Underdog,,,,,
WAS,76.75,83,LOS,83.25,74,160,-6.5,Home,7/7/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
MIN,88.75,63,CHI,80.25,77,169,-8.5,Away,7/7/2018,2018,Home,Home,Under,Underdog,Underdog,,,,,
PHO,83,70,ATL,78.5,76,161.5,-4.5,Away,7/8/2018,2018,Home,Home,Under,Underdog,Underdog,,,,,
WAS,82.75,91,SEA,88.75,97,171.5,-6,Home,7/8/2018,2018,Home,Push,Over,Favorite,Underdog,Back,,,,
PHO,83,70,ATL,78.5,76,161.5,-4.5,Away,7/8/2018,2018,Home,Home,Under,Underdog,Underdog,,,,,
DAL,84,97,NEW,80.5,87,164.5,-3.5,Away,7/8/2018,2018,Away,Away,Over,Favorite,Favorite,,,,,
LOS,79,98,SEA,82,74,161,-3,Home,7/10/2018,2018,Away,Away,Over,Underdog,Underdog,,,,,
LV,85.75,98,CHI,89.75,74,175.5,-4,Home,7/10/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
LOS,79,98,SEA,82,74,161,-3,Home,7/10/2018,2018,Away,Away,Over,Underdog,Underdog,,,,,
PHO,84.25,72,DAL,86.75,101,171,-2.5,Home,7/10/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
NEW,77.75,79,CONN,86.75,76,164.5,-9,Home,7/11/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
MIN,82.5,87,IND,73,65,155.5,-9.5,Away,7/11/2018,2018,Away,Away,Under,Favorite,Favorite,,,,,
NEW,77.75,79,CONN,86.75,76,164.5,-9,Home,7/11/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
ATL,78.25,106,WAS,86.25,89,164.5,-8,Home,7/11/2018,2018,Away,Away,Over,Underdog,Underdog,,,,,
DAL,79,92,LOS,85,77,164,-6,Home,7/12/2018,2018,Away,Away,Over,Underdog,Underdog,,,,,
IND,74,74,ATL,84,98,158,-10,Home,7/13/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
CHI,82.5,72,WAS,92.5,88,175,-10,Home,7/13/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
IND,74,74,ATL,84,98,158,-10,Home,7/13/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
PHO,82,87,CONN,87,91,169,-5,Home,7/13/2018,2018,Home,Away,Over,Favorite,Underdog,,,,,
LV,77.5,85,MIN,86,77,163.5,-8.5,Home,7/13/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
PHO,82,87,CONN,87,91,169,-5,Home,7/13/2018,2018,Home,Away,Over,Favorite,Underdog,,,,,
DAL,85.25,84,SEA,89.75,91,175,-4.5,Home,7/14/2018,2018,Home,Home,Push,Favorite,Favorite,,,,,
CHI,80,84,NEW,84.5,107,164.5,-4.5,Home,7/15/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
PHO,86,101,IND,76.5,82,162.5,-9.5,Away,7/15/2018,2018,Away,Away,Over,Favorite,Favorite,,,,,
CONN,80.25,83,MIN,83.75,64,164,-3.5,Home,7/15/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
WAS,84.75,77,ATL,82.25,80,167,-2.5,Away,7/15/2018,2018,Home,Home,Under,Underdog,Underdog,,,,,
LOS,83.25,99,LV,78.25,78,161.5,-5,Away,7/15/2018,2018,Away,Away,Over,Favorite,Favorite,,,,,
WAS,84.75,77,ATL,82.25,80,167,-2.5,Away,7/15/2018,2018,Home,Home,Under,Underdog,Underdog,,,,,
NEW,82,87,DAL,89.5,104,171.5,-7.5,Home,7/17/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
ATL,82,86,CONN,89,83,171,-7,Home,7/17/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
SEA,93.25,101,CHI,84.75,83,178,-8.5,Away,7/18/2018,2018,Away,Away,Over,Favorite,Favorite,,,,,
IND,70.25,65,MIN,85.25,89,155.5,-15,Home,7/18/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
NEW,78.75,68,ATL,85.75,82,164.5,-7,Home,7/19/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
LV,81.75,85,PHO,90.25,82,172,-8.5,Home,7/19/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
NEW,78.75,68,ATL,85.75,82,164.5,-7,Home,7/19/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
WAS,86.75,81,DAL,91.25,90,178,-4.5,Home,7/19/2018,2018,Home,Home,Under,Favorite,Favorite,,Front,,,
SEA,87.25,78,CONN,89.75,65,177,-2.5,Home,7/20/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
IND,70,78,LOS,83.5,76,153.5,-13.5,Home,7/20/2018,2018,Away,Away,Over,Underdog,Underdog,,,,,
SEA,87.25,78,CONN,89.75,65,177,-2.5,Home,7/20/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
DAL,94,99,CHI,87,114,181,-7,Away,7/20/2018,2018,Home,Home,Over,Underdog,Underdog,Back,,,,
WAS,85.75,95,NEW,79.75,78,165.5,-6,Away,7/21/2018,2018,Away,Away,Over,Favorite,Favorite,,,,,
MIN,78.5,80,PHO,82,75,160.5,-3.5,Home,7/21/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
SEA,82.75,74,ATL,80.75,87,163.5,-2,Away,7/22/2018,2018,Home,Home,Under,Underdog,Underdog,,,,,
IND,79.25,74,LV,88.25,88,167.5,-9,Home,7/22/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
SEA,82.75,74,ATL,80.75,87,163.5,-2,Away,7/22/2018,2018,Home,Home,Under,Underdog,Underdog,,,,,
CONN,86.5,92,DAL,91,75,177.5,-4.5,Home,7/22/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
LOS,84.5,93,CHI,81,76,165.5,-3.5,Away,7/22/2018,2018,Away,Away,Over,Favorite,Favorite,,,,,
CONN,86.5,92,DAL,91,75,177.5,-4.5,Home,7/22/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
WAS,82.5,68,CONN,87.5,94,170,-5,Home,7/24/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
NEW,72,82,MIN,84.5,85,156.5,-12.5,Home,7/24/2018,2018,Home,Away,Over,Favorite,Underdog,,,,,
WAS,82.5,68,CONN,87.5,94,170,-5,Home,7/24/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
SEA,88.5,92,IND,77.5,72,166,-11,Away,7/24/2018,2018,Away,Away,Under,Favorite,Favorite,,,,,
ATL,77.5,81,LOS,80,71,157.5,-2.5,Home,7/24/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
SEA,88.5,92,IND,77.5,72,166,-11,Away,7/24/2018,2018,Away,Away,Under,Favorite,Favorite,,,,,
CHI,82.75,101,PHO,89.25,87,172,-6.5,Home,7/25/2018,2018,Away,Away,Over,Underdog,Underdog,,,,,
WAS,79.5,86,ATL,84.5,71,164,-5,Home,7/31/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
SEA,86.75,102,PHO,83.25,91,170,-3.5,Away,7/31/2018,2018,Away,Away,Over,Favorite,Favorite,,Front,,,
WAS,79.5,86,ATL,84.5,71,164,-5,Home,7/31/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
CHI,86.5,92,DAL,98.5,91,185,-12,Home,7/31/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
NEW,77.25,77,CONN,89.25,92,166.5,-12,Home,8/1/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
PHO,84.5,104,LV,88.5,93,173,-4,Home,8/1/2018,2018,Away,Away,Over,Underdog,Underdog,Back,,,,
DAL,88,78,IND,81,84,169,-7,Away,8/2/2018,2018,Home,Home,Under,Underdog,Underdog,,,,,
MIN,76.25,57,LOS,78.75,79,155,-2.5,Home,8/2/2018,2018,Home,Home,Under,Favorite,Favorite,Front,,,,
CHI,80.75,74,ATL,89.25,89,170,-8.5,Home,8/3/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
CHI,80.75,74,ATL,89.25,89,170,-8.5,Home,8/3/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
MIN,78.5,75,SEA,84,85,162.5,-5.5,Home,8/3/2018,2018,Home,Home,Under,Favorite,Favorite,Back,,,,
IND,76.75,68,NEW,83.75,55,160.5,-7,Home,8/4/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
LV,82.25,88,CONN,90.75,109,173,-8.5,Home,8/5/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
ATL,74.75,86,MIN,80.75,66,155.5,-6,Home,8/5/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
LV,82.25,88,CONN,90.75,109,173,-8.5,Home,8/5/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
WAS,87.25,76,DAL,83.75,74,171,-3.5,Away,8/5/2018,2018,Away,Home,Under,Favorite,Underdog,,,,,
PHO,76.75,75,LOS,84.25,78,161,-7.5,Home,8/5/2018,2018,Home,Away,Under,Favorite,Underdog,,,,,
WAS,87.25,76,DAL,83.75,74,171,-3.5,Away,8/5/2018,2018,Away,Home,Under,Favorite,Underdog,,,,,
SEA,86.25,96,NEW,76.75,80,163,-9.5,Away,8/6/2018,2018,Away,Away,Over,Favorite,Favorite,Front,,,,
LV,79.75,100,ATL,87.75,109,167.5,-8,Home,8/7/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
MIN,85.5,85,CHI,81,64,166.5,-4.5,Away,8/7/2018,2018,Away,Away,Under,Favorite,Favorite,,,,,
LV,79.75,100,ATL,87.75,109,167.5,-8,Home,8/7/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
SEA,89.25,94,IND,77.75,79,167,-11.5,Away,8/7/2018,2018,Away,Away,Over,Favorite,Favorite,Back,,,,
WAS,84.25,103,PHO,86.75,98,171,-2.5,Home,8/7/2018,2018,Away,Away,Over,Underdog,Underdog,,,,,
SEA,89.25,94,IND,77.75,79,167,-11.5,Away,8/7/2018,2018,Away,Away,Over,Favorite,Favorite,Back,,,,
LOS,82,82,NEW,73,81,155,-9,Away,8/8/2018,2018,Away,Home,Over,Favorite,Underdog,Front,,,,
CONN,88.5,101,DAL,86.5,92,175,-2,Away,8/8/2018,2018,Away,Away,Over,Favorite,Favorite,,,,,
SEA,85.5,77,WAS,86.5,100,172,-1,Home,8/9/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
MIN,83.25,89,LV,84.25,73,167.5,-1,Home,8/9/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
SEA,85.5,77,WAS,86.5,100,172,-1,Home,8/9/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
LOS,78.25,73,ATL,76.75,79,155,-1.5,Away,8/9/2018,2018,Home,Home,Under,Underdog,Underdog,Back,,,,
CONN,93.75,86,CHI,84.25,97,178,-9.5,Away,8/10/2018,2018,Home,Home,Over,Underdog,Underdog,,,,,
IND,77.75,74,PHO,90.25,94,168,-12.5,Home,8/10/2018,2018,Home,Home,Push,Favorite,Favorite,Front,,,,
DAL,79.75,82,ATL,86.25,92,166,-6.5,Home,8/11/2018,2018,Home,Home,Over,Favorite,Favorite,Front,Front,,,
IND,77.75,74,LV,88.25,92,166,-10.5,Home,8/11/2018,2018,Home,Home,Push,Favorite,Favorite,Back,,,,
ATL,82.75,86,NEW,76.75,77,159.5,-6,Away,8/12/2018,2018,Away,Away,Over,Favorite,Favorite,Back,,,,
CHI,83,75,CONN,95.5,82,178.5,-12.5,Home,8/12/2018,2018,Home,Away,Under,Favorite,Underdog,,,,,
LOS,82.5,78,PHO,79.5,86,162,-3,Away,8/12/2018,2018,Home,Home,Over,Underdog,Underdog,,,,,
DAL,81.75,80,WAS,92.25,93,174,-10.5,Home,8/12/2018,2018,Home,Home,Under,Favorite,Favorite,Back,,,,
SEA,83.25,81,MIN,80.25,72,163.5,-3,Away,8/12/2018,2018,Away,Away,Under,Favorite,Favorite,,,,,
DAL,81.75,80,WAS,92.25,93,174,-10.5,Home,8/12/2018,2018,Home,Home,Under,Favorite,Favorite,Back,,,,
DAL,85.5,76,CONN,92.5,96,178,-7,Home,8/14/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
NEW,70.5,66,LOS,84,74,154.5,-13.5,Home,8/14/2018,2018,Home,Away,Under,Favorite,Underdog,Front,,,,
DAL,85.5,76,CONN,92.5,96,178,-7,Home,8/14/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
CHI,77.25,91,MIN,86.75,88,164,-9.5,Home,8/14/2018,2018,Away,Away,Over,Underdog,Underdog,,,,,
WAS,88.25,76,IND,77.25,62,165.5,-11,Away,8/15/2018,2018,Away,Away,Under,Favorite,Favorite,,,,,
NEW,78,72,LV,91,85,169,-13,Home,8/15/2018,2018,Home,Push,Under,Favorite,Underdog,Back,,,,
LOS,77.25,67,WAS,81.25,69,158.5,-4,Home,8/17/2018,2018,Home,Away,Under,Favorite,Underdog,,,,,
LV,85.25,102,DAL,90.75,107,176,-5.5,Home,8/17/2018,2018,Home,Away,Over,Favorite,Underdog,,,,,
ATL,81.75,95,PHO,85.75,104,167.5,-4,Home,8/17/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
MIN,77.75,79,CONN,83.25,96,161,-5.5,Home,8/17/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
NEW,74.25,77,SEA,89.75,85,164,-15.5,Home,8/17/2018,2018,Home,Away,Under,Favorite,Underdog,,,,,
MIN,77.75,79,CONN,83.25,96,161,-5.5,Home,8/17/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
LOS,77.75,86,CONN,83.25,89,161,-5.5,Home,8/19/2018,2018,Home,Away,Over,Favorite,Underdog,,,,,
NEW,77.5,85,PHO,89.5,96,167,-12,Home,8/19/2018,2018,Home,Away,Over,Favorite,Underdog,,,,,
DAL,82.75,68,SEA,89.25,84,172,-6.5,Home,8/19/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
ATL,90,93,LV,85,78,175,-5,Away,8/19/2018,2018,Away,Away,Under,Favorite,Favorite,,,,,
IND,79.25,97,CHI,87.75,92,167,-8.5,Home,8/19/2018,2018,Away,Away,Over,Underdog,Underdog,,,,,
WAS,80,83,MIN,78,88,158,-2,Away,8/19/2018,2018,Home,Home,Over,Underdog,Underdog,,,,,
DAL,85.75,83,PHO,92.75,101,178.5,-7,Home,8/21/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
MIN,72,68,LOS,78,75,150,-6,Home,8/21/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
LOS,76.5,64,WAS,81,96,157.5,-4.5,Home,8/23/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
PHO,86,96,CONN,90,86,176,-4,Home,8/23/2018,2018,Away,Away,Over,Underdog,Underdog,,,,,
PHO,84.5,87,SEA,91,91,175.5,-6.5,Home,8/26/2018,2018,Home,Away,Over,Favorite,Underdog,,,,,
WAS,83,87,ATL,80.5,84,163.5,-2.5,Away,8/26/2018,2018,Away,Away,Over,Favorite,Favorite,,,,,
WAS,81,75,ATL,81,78,162,PK,Pick,8/28/2018,2018,Home,,Under,,,,,,,
ATL,78,81,WAS,79.5,76,157.5,-1.5,Home,8/31/2018,2018,Away,Away,Under,Underdog,Underdog,,,,,
SEA,85.25,66,PHO,87.25,86,172.5,-2,Home,8/31/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
SEA,83.75,84,PHO,86.75,86,170.5,-3,Home,9/2/2018,2018,Home,Away,Under,Favorite,Underdog,,,,,
ATL,79.5,76,WAS,83,97,162.5,-3.5,Home,9/2/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
PHO,82.75,84,SEA,88.25,94,171,-5.5,Home,9/4/2018,2018,Home,Home,Over,Favorite,Favorite,,,,,
WAS,81.5,86,ATL,77.5,81,159,-4,Away,9/4/2018,2018,Away,Away,Over,Favorite,Favorite,,,,,
WAS,83.5,76,SEA,88.5,89,172,-5,Home,9/7/2018,2018,Home,Home,Under,Favorite,Favorite,,,,,
WAS,82.25,73,SEA,87.75,75,170,-5.5,Home,9/9/2018,2018,Home,Away,Under,Favorite,Underdog,,,,,
SEA,81.5,98,WAS,86.5,82,168,-5,Home,9/12/2018,2018,Away,Away,Over,Underdog,Underdog,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
