Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,AvgPointsPerGame,AvgPointsPerGame,AvgPointsPerGame,AvgPointsPerGame,AvgPointsPerGame,AvgPointsPerGame,AvgPointsPerGame,AvgPointsPerGame
G,Michael Hoey (13309745),Michael Hoey,13309745,G,6400,KLM Open,Golf,30.92450527,,,,,,,,
G,Lasse Jensen (13309746),Lasse Jensen,13309746,G,6400,KLM Open,Golf,32.50093105,,,,,,,,
G,Dimi Papadatos (13309747),Dimi Papadatos,13309747,G,6400,KLM Open,Golf,29.48280013,,,,,,,,
G,Rowin Caron (13309748),Rowin Caron,13309748,G,6300,KLM Open,Golf,29.59214657,,,,,,,,
G,Shiv Chawrasia (13309749),Shiv Chawrasia,13309749,G,6300,KLM Open,Golf,27.02746649
G,Reinier Saxton (13309750),Reinier Saxton,13309750,G,6300,KLM Open,Golf,23.19443182
G,Duncan Stewart (13309751),Duncan Stewart,13309751,G,6300,KLM Open,Golf,24.95794759
G,Eduardo De La Riva (13309752),Eduardo De La Riva,13309752,G,6300,KLM Open,Golf,27.04105911
G,Adam Bland (13309753),Adam Bland,13309753,G,6300,KLM Open,Golf,27.00569616
G,Kristian Krogh Johannessen (13309754),Kristian Krogh Johannessen,13309754,G,6300,KLM Open,Golf,27.00569616
G,Marcel Siem (13309755),Marcel Siem,13309755,G,6300,KLM Open,Golf,24.95042742
G,Marc Warren (13309756),Marc Warren,13309756,G,6300,KLM Open,Golf,28.22562006
G,Pedro Figueiredo (13309757),Pedro Figueiredo,13309757,G,6300,KLM Open,Golf,27.00358152
G,Raphael Jacquelin (13309758),Raphael Jacquelin,13309758,G,6200,KLM Open,Golf,24.97828063
G,Pedro Oriol (13309759),Pedro Oriol,13309759,G,6200,KLM Open,Golf,24.95042742
G,David Howell (13309760),David Howell,13309760,G,6200,KLM Open,Golf,28.15953989
G,Yusaku Miyazato (13309761),Yusaku Miyazato,13309761,G,6200,KLM Open,Golf,26.98181119
G,Jurrian Van Der Vaart (13309762),Jurrian Van Der Vaart,13309762,G,6200,KLM Open,Golf,23.19443182
G,Hyowon Park (13309763),Hyowon Park,13309763,G,6200,KLM Open,Golf,23.19920638
G,Tom Murray (13309764),Tom Murray,13309764,G,6200,KLM Open,Golf,24.95042742
G,Jake McLeod (13309765),Jake McLeod,13309765,G,6200,KLM Open,Golf,26.98181119
G,Austin Connelly (13309766),Austin Connelly,13309766,G,6200,KLM Open,Golf,27.04105911
G,Robbie Van West (13309767),Robbie Van West,13309767,G,6200,KLM Open,Golf,26.98181119
G,David Borda (13309768),David Borda,13309768,G,6100,KLM Open,Golf,23.19443182
G,Jose Maria Olazabal (13309769),Jose Maria Olazabal,13309769,G,6100,KLM Open,Golf,23.19920638
G,Kiet Van Der Weele (13309770),Kiet Van Der Weele,13309770,G,6100,KLM Open,Golf,26.98933137
G,Dario Antonisse (13309771),Dario Antonisse,13309771,G,6100,KLM Open,Golf,23.19443182
G,Benjamin Reuter (13309772),Benjamin Reuter,13309772,G,6100,KLM Open,Golf,23.19443182
G,Maarten Lafeber (13309773),Maarten Lafeber,13309773,G,6100,KLM Open,Golf,23.19920638
G,Mike Toorop (13309774),Mike Toorop,13309774,G,6100,KLM Open,Golf,24.95042742
G,Max Albertus (13309775),Max Albertus,13309775,G,6100,KLM Open,Golf,23.19443182
G,Jinho Choi (13309776),Jinho Choi,13309776,G,6100,KLM Open,Golf,26.98933137
G,Deyen Lawson (13309777),Deyen Lawson,13309777,G,6100,KLM Open,Golf,24.98580081
G,Max Orrin (13309778),Max Orrin,13309778,G,6100,KLM Open,Golf,26.96147815
G,Eugenio Lopez-Chacarra Coto (13309779),Eugenio Lopez-Chacarra Coto,13309779,G,6100,KLM Open,Golf,24.95794759
G,Mark Reynolds (13309780),Mark Reynolds,13309780,G,6000,KLM Open,Golf,23.19443182
G,Filippo Bergamaschi (13309781),Filippo Bergamaschi,13309781,G,6000,KLM Open,Golf,24.97431239
G,Lars Keunen (13309782),Lars Keunen,13309782,G,6000,KLM Open,Golf,23.19443182
G,Joel Girrbach (13309783),Joel Girrbach,13309783,G,6000,KLM Open,Golf,27.00569616
G,Javier Ballesteros (13309784),Javier Ballesteros,13309784,G,6000,KLM Open,Golf,23.19443182
G,Davey Porsius (13309785),Davey Porsius,13309785,G,6000,KLM Open,Golf,23.19443182
G,Nick McCarthy (13309786),Nick McCarthy,13309786,G,6000,KLM Open,Golf,24.95042742
G,David Cooke (13309787),David Cooke,13309787,G,6000,KLM Open,Golf,23.19443182
G,Sven Maurits (13309788),Sven Maurits,13309788,G,6000,KLM Open,Golf,23.19443182
G,Julian Kunzenbacher (13309789),Julian Kunzenbacher,13309789,G,6000,KLM Open,Golf,23.19443182
G,Brett Rumford (13309790),Brett Rumford,13309790,G,6000,KLM Open,Golf,24.95794759
G,Dylan Boshart (13309791),Dylan Boshart,13309791,G,6000,KLM Open,Golf,26.98181119
G,Michael Campbell (13309792),Michael Campbell,13309792,G,6000,KLM Open,Golf,28.24182951
